sample_token,sequence_id,track_id,public_track_id,timestamp_us,bucket,target_ttc_s,causal_prediction_ttc_s,release_prediction_ttc_s,causal_mid_per_sample,release_mid_per_sample,causal_minus_release_mid,matched_prediction_ttc_s,matched_mid_per_sample,causal_minus_matched_mid
DGqicHUGWb_000201_3192200000,DGqicHUGWb,DGqicHUGWb_000201,DGqicHUGWb_000201,3192200000,crucial,0.7318878731560954,-6.552620887756348,2.8280033662949706,1620.6115129868072,1109.1439654637811,511.46754752302604,3.197523832321167,1151.416816407458,469.19469657934906
qoohcdtLDH_000866_5415100000,qoohcdtLDH,qoohcdtLDH_000866,qoohcdtLDH_000866,5415100000,crucial,0.72819972874821,-8.016035079956055,1.9072817631806414,1601.1503163274638,938.6206833283317,662.5296329991321,2.7207958698272705,1102.7080997707371,498.44221655672663
DGqicHUGWb_000398_3210500000,DGqicHUGWb,DGqicHUGWb_000398,DGqicHUGWb_000398,3210500000,crucial,0.7447638008785791,-19.54755973815918,1.8517854354037102,1492.8575995679566,886.6831550828688,606.1744444850879,3.6310784816741943,1162.5670940100717,330.2905055578849
DGqicHUGWb_000664_3262600000,DGqicHUGWb,DGqicHUGWb_000664,DGqicHUGWb_000664,3262600000,crucial,0.8442522223030746,-4.300607681274414,1.3663154058943505,1490.5761251576623,500.6510222926644,989.9251028649979,3.8038830757141113,994.3064792553212,496.26964590234115
pBqGOb2vYq_004297_1634600000,pBqGOb2vYq,pBqGOb2vYq_004297,pBqGOb2vYq_004297,1634600000,crucial,0.7112548444609977,26.10304069519043,1.9437381818902284,1476.7850207819145,986.9894474682292,489.7955733136853,1.315022587776184,724.2565523775445,752.52846840437
DGqicHUGWb_000000_3095700000,DGqicHUGWb,DGqicHUGWb_000000,DGqicHUGWb_000000,3095700000,crucial,0.6958634517495518,11.546504974365234,4.070836081603744,1464.4356749579008,1302.7018667143834,161.7338082435174,2.6634984016418457,1168.7435951565299,295.69207980137094
pBqGOb2vYq_003520_1600800000,pBqGOb2vYq,pBqGOb2vYq_003520,pBqGOb2vYq_003520,1600800000,crucial,0.7728885707733445,-16.452306747436523,2.57761688197893,1446.1491895714134,989.870221078305,456.27896849310844,1.1812279224395752,500.9799237452711,945.1692658261424
DGqicHUGWb_000201_3192100000,DGqicHUGWb,DGqicHUGWb_000201,DGqicHUGWb_000201,3192100000,crucial,0.8296253539987002,-7.077545642852783,2.1296013590717027,1424.7333461984606,803.4762154836279,621.2571307148327,4.083259582519531,1036.479174140678,388.2541720577826
qoohcdtLDH_000866_5415000000,qoohcdtLDH,qoohcdtLDH_000866,qoohcdtLDH_000866,5415000000,crucial,0.8296324207320117,-7.407453536987305,2.11402043942263,1418.5146598426882,799.8324893828816,618.6821704598066,1.465474009513855,577.6474398025128,840.8672200401753
DGqicHUGWb_000398_3210400000,DGqicHUGWb,DGqicHUGWb_000398,DGqicHUGWb_000398,3210400000,crucial,0.8482947472511888,-10.095635414123535,2.1266603256702004,1352.8774212530009,772.676587198591,580.2008340544098,2.3877365589141846,826.4826304184106,526.3947908345903
DGqicHUGWb_000000_3095600000,DGqicHUGWb,DGqicHUGWb_000000,DGqicHUGWb_000000,3095600000,crucial,0.7935949126715469,21.55909538269043,2.4157471058711266,1300.358503741771,924.088142593735,376.27036114803605,2.722477912902832,972.6223084561759,327.73619528559516
pBqGOb2vYq_003520_1600700000,pBqGOb2vYq,pBqGOb2vYq_003520,pBqGOb2vYq_003520,1600700000,crucial,0.8779080204199108,-16.263769149780273,4.736814179811908,1270.6334677888865,995.9627176687258,274.67075012016073,1.0898641347885132,246.92911949987962,1023.7043482890069
pBqGOb2vYq_004297_1634500000,pBqGOb2vYq,pBqGOb2vYq_004297,pBqGOb2vYq_004297,1634500000,crucial,0.8038589376806664,16.612497329711914,2.3650900707197384,1268.080845073226,896.4425804859235,371.6382645873026,1.258928894996643,500.80775740761294,767.2730876656132
qoohcdtLDH_001135_5448000000,qoohcdtLDH,qoohcdtLDH_001135,qoohcdtLDH_001135,5448000000,crucial,0.832258929372203,45.7181282043457,2.559990695981072,1258.1971371124953,881.6336924067193,376.56344470577596,2.830331802368164,920.3861723251086,337.81096478738664
qoohcdtLDH_000866_5414900000,qoohcdtLDH,qoohcdtLDH_000866,qoohcdtLDH_000866,5414900000,crucial,0.9231582936908141,-10.22933864593506,2.5489930224498867,1243.80528367089,746.3074012719592,497.49788239893087,1.6547211408615112,523.1589855579157,720.6462981129744
DGqicHUGWb_000398_3210300000,DGqicHUGWb,DGqicHUGWb_000398,DGqicHUGWb_000398,3210300000,crucial,0.9440872486380825,-11.766499519348145,2.1111327693266095,1204.2551548944446,634.361910863499,569.8932440309455,3.551297426223755,833.999388887543,370.2557660069016
DGqicHUGWb_000201_3192000000,DGqicHUGWb,DGqicHUGWb_000201,DGqicHUGWb_000201,3192000000,crucial,0.9239850231155664,-18.388473510742188,1.9664530219899732,1199.6696459360303,623.5193540857215,576.1502918503088,4.067933559417725,896.5380847160252,303.1315612200051
qoohcdtLDH_001135_5447900000,qoohcdtLDH,qoohcdtLDH_001135,qoohcdtLDH_001135,5447900000,crucial,0.911893363728898,-27.107892990112305,1.437264783447263,1198.3622636124308,440.38521506141336,757.9770485510173,1.5366185903549194,488.61920771018805,709.7430559022428
pBqGOb2vYq_003520_1600600000,pBqGOb2vYq,pBqGOb2vYq_003520,pBqGOb2vYq_003520,1600600000,crucial,0.9792892718318703,-9.27666187286377,3.495531462786745,1184.351927013476,786.8800391002999,397.47188791317603,1.195192575454712,203.3603261875995,980.9916008258764
pBqGOb2vYq_001196_1562300000,pBqGOb2vYq,pBqGOb2vYq_001196,pBqGOb2vYq_001196,1562300000,crucial,1.0038000333374224,-8.886507034301758,3.4984436033002897,1161.3014775263,759.3935482770828,401.9079292492172,3.087679624557495,720.1713913794653,441.13008614683474
DGqicHUGWb_000201_3191700000,DGqicHUGWb,DGqicHUGWb_000201,DGqicHUGWb_000201,3191700000,crucial,1.2229000311766003,-3.512248516082764,4.45432779578364,1133.8446118467061,626.0454450145803,507.7991668321258,3.3986949920654297,554.458615762991,579.3859960837151
DGqicHUGWb_000201_3191900000,DGqicHUGWb,DGqicHUGWb_000201,DGqicHUGWb_000201,3191900000,crucial,1.019157740803702,-13.18617057800293,2.462827034701001,1108.2916044750855,618.2297623830711,490.06184209201433,3.5743508338928223,748.9814570480889,359.31014742699654
DGqicHUGWb_000398_3210200000,DGqicHUGWb,DGqicHUGWb_000398,DGqicHUGWb_000398,3210200000,crucial,1.0538026135750465,-9.103732109069824,2.6838663468882555,1106.2830638742807,617.3213149810412,488.9617488932396,3.777980089187622,728.7790569636893,377.50400691059144
DGqicHUGWb_000664_3262500000,DGqicHUGWb,DGqicHUGWb_000664,DGqicHUGWb_000664,3262500000,crucial,0.9437194184439203,59.999996185302734,2.198721386907111,1103.408418108582,654.6119129723103,448.7965051362718,2.831024169921875,760.470479945653,342.9379381629291
qoohcdtLDH_001135_5447800000,qoohcdtLDH,qoohcdtLDH_001135,qoohcdtLDH_001135,5447800000,crucial,1.0078739071429221,-19.849729537963867,1.4155262761313803,1095.1805301452432,312.2825552437028,782.8979749015405,1.435219645500183,322.7075473221036,772.4729828231395
qoohcdtLDH_000866_5414800000,qoohcdtLDH,qoohcdtLDH_000866,qoohcdtLDH_000866,5414800000,crucial,1.0199164873693063,-16.015474319458008,4.663443917750108,1094.1768489916337,815.1650673970321,279.01178159460164,1.416443109512329,299.7774529354845,794.3993960561493
DGqicHUGWb_000201_3191800000,DGqicHUGWb,DGqicHUGWb_000201,DGqicHUGWb_000201,3191800000,crucial,1.1273633654666226,-6.037110328674316,4.467359869975646,1093.1444633925096,702.4699730301694,390.6744903623402,3.8455684185028076,665.3788143309204,427.7656490615892
pBqGOb2vYq_001196_1562200000,pBqGOb2vYq,pBqGOb2vYq_001196,pBqGOb2vYq_001196,1562200000,crucial,1.1036563683266576,-8.05496883392334,3.5207828666040584,1073.1720565758976,661.6500184402136,411.52203813568406,1.8631187677383423,398.113663681411,675.0583928944866
DGqicHUGWb_000000_3095400000,DGqicHUGWb,DGqicHUGWb_000000,DGqicHUGWb_000000,3095400000,crucial,1.0044472494580472,59.999996185302734,1.3304902907308536,1032.0062841935523,267.33871986786215,764.6675643256901,2.6479694843292236,663.7233297797815,368.2829544137709
DGqicHUGWb_000398_3210100000,DGqicHUGWb,DGqicHUGWb_000398,DGqicHUGWb_000398,3210100000,crucial,1.1452818059654388,-11.097489356994627,1.7041474170268711,1003.3489556668083,308.9167972206909,694.4321584461173,3.5843849182128906,630.6885180685603,372.660437598248
DGqicHUGWb_000201_3191600000,DGqicHUGWb,DGqicHUGWb_000201,DGqicHUGWb_000201,3191600000,crucial,1.3083444618452544,-5.211383819580078,4.106355143326676,985.1833776351698,548.5743656283192,436.60901200685055,3.6723766326904297,519.0342042477656,466.1491733874042
pBqGOb2vYq_001870_1569400000,pBqGOb2vYq,pBqGOb2vYq_001870,pBqGOb2vYq_001870,1569400000,crucial,1.3991725490354634,-4.718211650848389,5.191443829491157,951.264565649315,547.0306177475695,404.2339479017455,4.667559623718262,524.9615692345981,426.302996414717
DGqicHUGWb_000135_3176800000,DGqicHUGWb,DGqicHUGWb_000135,DGqicHUGWb_000135,3176800000,crucial,1.0319998500677188,9.92611312866211,2.3764684873586552,917.9561951441248,589.3092317938609,328.64696335026383,2.4993841648101807,610.8888592248542,307.0673359192706
DGqicHUGWb_000024_3150500000,DGqicHUGWb,DGqicHUGWb_000024,DGqicHUGWb_000024,3150500000,crucial,1.252215048314611,-11.724691390991213,2.983297693695398,917.2064565706551,491.33177352512746,425.8746830455276,2.9048941135406494,481.9665218827828,435.2399346878723
pBqGOb2vYq_004006_1616600000,pBqGOb2vYq,pBqGOb2vYq_004006,pBqGOb2vYq_004006,1616600000,crucial,1.27030535535077,-10.524109840393066,1.812328404804232,914.4973793247283,252.3426112262754,662.1547680984529,2.468413829803467,406.37297388104565,508.12440544368263
DGqicHUGWb_000664_3262200000,DGqicHUGWb,DGqicHUGWb_000664,DGqicHUGWb_000664,3262200000,crucial,1.2496613071972527,-15.281316757202148,2.6511724001825487,899.2779692126425,449.56237804711907,449.7155911655234,2.2394285202026367,377.2321516963278,522.0458175163146
DGqicHUGWb_000398_3210000000,DGqicHUGWb,DGqicHUGWb_000398,DGqicHUGWb_000398,3210000000,crucial,1.25281462010068,-17.3856143951416,1.5171121433059378,889.2167119442973,149.98745158849664,739.2292603558008,4.058339595794678,582.369881867958,306.8468300763393
qoohcdtLDH_000866_5414600000,qoohcdtLDH,qoohcdtLDH_000866,qoohcdtLDH_000866,5414600000,crucial,1.2214220839402756,-36.52373123168945,3.9750793056377676,881.5242933322721,599.3965434026993,282.1277499295728,2.8080339431762695,491.5654004747531,389.958892857519
DGqicHUGWb_000681_3270000000,DGqicHUGWb,DGqicHUGWb_000681,DGqicHUGWb_000681,3270000000,crucial,1.2615715550000772,-19.675128936767575,1.474224895563066,876.5401884440903,123.41835351024427,753.121834933846,3.0995447635650635,497.89614064065455,378.64404780343574
DGqicHUGWb_000135_3176700000,DGqicHUGWb,DGqicHUGWb_000135,DGqicHUGWb_000135,3176700000,crucial,1.1286027040693727,18.48812866210937,1.6898880584017169,873.5548207986159,317.8036038538877,555.7512169447282,1.4697105884552002,223.13004677057546,650.4247740280405
qoohcdtLDH_003319_5598100000,qoohcdtLDH,qoohcdtLDH_003319,qoohcdtLDH_003319,5598100000,crucial,1.326253406238813,-13.246967315673828,1.3768440263504769,859.1501687959153,29.919558068471076,829.2306107274442,1.3608635663986206,20.71852436454996,838.4316444313654
DGqicHUGWb_000398_3209900000,DGqicHUGWb,DGqicHUGWb_000398,DGqicHUGWb_000398,3209900000,crucial,1.3555279413430283,-16.819419860839844,1.5606433125339123,825.6275202348581,104.13696146582635,721.4905587690318,3.3170909881591797,460.24189488170254,365.3856253531556
pBqGOb2vYq_002823_1589900000,pBqGOb2vYq,pBqGOb2vYq_002823,pBqGOb2vYq_002823,1589900000,crucial,1.1325074923290013,9.99811553955078,3.4649500693539403,823.9165206702274,631.5879399331138,192.3285807371136,1.0858203172683716,41.73037327762391,782.1861473926035
pBqGOb2vYq_004231_1633800000,pBqGOb2vYq,pBqGOb2vYq_004231,pBqGOb2vYq_004231,1633800000,crucial,1.2922279126230494,-59.999996185302734,1.9505079214950134,822.0931995571743,279.1438287790927,542.9493707780816,1.23424232006073,39.48366655036478,782.6095330068096
DGqicHUGWb_000664_3262300000,DGqicHUGWb,DGqicHUGWb_000664,DGqicHUGWb_000664,3262300000,crucial,1.1478140550218117,10.16706657409668,1.6780249317316283,812.6880155715944,297.0972599468688,515.5907556247256,2.124887228012085,429.484473983644,383.2035415879504
DGqicHUGWb_000664_3262400000,DGqicHUGWb,DGqicHUGWb_000664,DGqicHUGWb_000664,3262400000,crucial,1.0426018365261671,5.080440998077393,1.558667189252159,809.5104344837888,345.2271546443238,464.283279839465,2.3632378578186035,575.9448700327634,233.56556445102535
DGqicHUGWb_000664_3262100000,DGqicHUGWb,DGqicHUGWb_000664,DGqicHUGWb_000664,3262100000,crucial,1.348022627317347,-30.48960494995117,2.0483466887981785,803.5283706605504,270.2658410392937,533.2625296212567,2.572880983352661,374.3598225810952,429.1685480794552
DGqicHUGWb_000681_3269900000,DGqicHUGWb,DGqicHUGWb_000681,DGqicHUGWb_000681,3269900000,crucial,1.3574232864015567,-28.55483627319336,1.5317551154190787,800.1955990637554,90.10476929647237,710.090829767283,2.985020160675049,424.4903123100909,375.70528675366444
qoohcdtLDH_003319_5598200000,qoohcdtLDH,qoohcdtLDH_003319,qoohcdtLDH_003319,5598200000,crucial,1.280755993549012,59.999996185302734,1.4094752942797328,796.2756050380476,77.04632553497682,719.2292795030708,2.597506284713745,420.3650213756973,375.9105836623503
qoohcdtLDH_003319_5598000000,qoohcdtLDH,qoohcdtLDH_003319,qoohcdtLDH_003319,5598000000,crucial,1.4150551350376226,-18.17825508117676,1.576854099909026,787.7590487331606,77.72333580891522,710.0357129242454,1.4235618114471436,4.542981506323457,783.2160672268371
DGqicHUGWb_000398_3209800000,DGqicHUGWb,DGqicHUGWb_000398,DGqicHUGWb_000398,3209800000,crucial,1.4595204181435804,-13.59273910522461,1.7298824033546585,783.0583636344408,114.3033297005315,668.7550339339092,2.4952430725097656,300.74466251544675,482.313701118994
pBqGOb2vYq_004231_1633700000,pBqGOb2vYq,pBqGOb2vYq_004231,pBqGOb2vYq_004231,1633700000,crucial,1.3890284503196526,-59.999996185302734,1.920403234084694,763.8103024421431,212.38602815798419,551.4242742841589,1.279247522354126,66.79738941412828,697.0129130280149
DGqicHUGWb_000681_3269800000,DGqicHUGWb,DGqicHUGWb_000681,DGqicHUGWb_000681,3269800000,crucial,1.4654323314308577,-33.02132797241211,1.3766867586583413,737.0297050079656,47.322597126833735,689.7071078811318,4.319460391998291,472.5596638231769,264.4700411847887
qoohcdtLDH_000012_5540500000,qoohcdtLDH,qoohcdtLDH_000012,qoohcdtLDH_000012,5540500000,negative,-4.80536916691501,1.9599441289901731,-9.799148357265253,729.6600248080704,104.43235017428066,625.2276746337898,4.098391532897949,452.9890857246832,276.67093908338717
DGqicHUGWb_000681_3269700000,DGqicHUGWb,DGqicHUGWb_000681,DGqicHUGWb_000681,3269700000,crucial,1.5603747370074412,-14.902751922607422,1.5677136715056261,729.2069356720458,3.2050318974137513,726.0019037746321,2.909064769744873,312.528977075136,416.6779585969098
qoohcdtLDH_001707_5596500000,qoohcdtLDH,qoohcdtLDH_001707,qoohcdtLDH_001707,5596500000,crucial,1.4558100943838483,-59.999996185302734,1.6756231283633185,728.2865969020936,96.29098326116949,631.9956136409241,3.1435964107513428,388.3572806206953,339.9293162813983
pBqGOb2vYq_002438_1579400000,pBqGOb2vYq,pBqGOb2vYq_002438,pBqGOb2vYq_002438,1579400000,crucial,1.7629722296222354,-6.946035385131836,2.4355929742177995,726.8870370725663,164.70211578552468,562.1849212870416,2.640160322189331,197.82205004913476,529.0649870234315
pBqGOb2vYq_000815_1569400000,pBqGOb2vYq,pBqGOb2vYq_000815,pBqGOb2vYq_000815,1569400000,crucial,1.6102830874368455,-11.695061683654783,5.041386705216124,726.2715397357947,440.77703069903816,285.49450903675654,2.831941843032837,281.6290005710534,444.6425391647413
qoohcdtLDH_000014_5411900000,qoohcdtLDH,qoohcdtLDH_000014,qoohcdtLDH_000014,5411900000,crucial,1.4992312673742332,-29.37182235717773,2.68367991512283,724.2833824805147,310.5524829707465,413.73089950976816,3.357571840286255,387.93534682572255,336.3480356547921
DGqicHUGWb_000024_3150300000,DGqicHUGWb,DGqicHUGWb_000024,DGqicHUGWb_000024,3150300000,crucial,1.500531573664171,-29.77779197692871,2.9965593157453774,723.2014891078661,350.2642177879481,372.937271319918,2.348914623260498,254.61918887370774,468.58230023415837
