sample_token,sequence_id,track_id,public_track_id,timestamp_us,bucket,target_ttc_s,causal_prediction_ttc_s,release_prediction_ttc_s,causal_mid_per_sample,release_mid_per_sample,causal_minus_release_mid,matched_prediction_ttc_s,matched_mid_per_sample,causal_minus_matched_mid
qoohcdtLDH_000866_5415000000,qoohcdtLDH,qoohcdtLDH_000866,qoohcdtLDH_000866,5415000000,crucial,0.8296324207320117,-1.801667094230652,2.11402043942263,1824.6038176866575,799.8324893828816,1024.771328303776,1.465474009513855,577.6474398025128,1246.9563778841448
qoohcdtLDH_000866_5415100000,qoohcdtLDH,qoohcdtLDH_000866,qoohcdtLDH_000866,5415100000,crucial,0.72819972874821,-10.286300659179688,1.9072817631806414,1573.9192457422273,938.6206833283317,635.2985624138956,2.7207958698272705,1102.7080997707371,471.21114597149017
pBqGOb2vYq_004297_1634600000,pBqGOb2vYq,pBqGOb2vYq_004297,pBqGOb2vYq_004297,1634600000,crucial,0.7112548444609977,-17.14415168762207,1.9437381818902284,1573.327777583778,986.9894474682292,586.3383301155488,1.315022587776184,724.2565523775445,849.0712252062335
pBqGOb2vYq_003520_1600800000,pBqGOb2vYq,pBqGOb2vYq_003520,pBqGOb2vYq_003520,1600800000,crucial,0.7728885707733445,-6.62178373336792,2.57761688197893,1535.4391756813282,989.870221078305,545.5689546030231,1.1812279224395752,500.9799237452711,1034.4592519360572
qoohcdtLDH_000866_5414800000,qoohcdtLDH,qoohcdtLDH_000866,qoohcdtLDH_000866,5414800000,crucial,1.0199164873693063,-2.551222324371338,4.663443917750108,1416.413373937737,815.1650673970321,601.248306540705,1.416443109512329,299.7774529354845,1116.6359210022526
pBqGOb2vYq_003520_1600600000,pBqGOb2vYq,pBqGOb2vYq_003520,pBqGOb2vYq_003520,1600600000,crucial,0.9792892718318703,-2.9019501209259038,3.495531462786745,1415.922915310826,786.8800391002999,629.0428762105262,1.195192575454712,203.3603261875995,1212.5625891232266
DGqicHUGWb_000201_3192200000,DGqicHUGWb,DGqicHUGWb_000201,DGqicHUGWb_000201,3192200000,crucial,0.7318878731560954,9.135637283325195,2.8280033662949706,1359.088672648999,1109.1439654637811,249.9447071852178,3.197523832321167,1151.416816407458,207.6718562415408
qoohcdtLDH_000866_5414900000,qoohcdtLDH,qoohcdtLDH_000866,qoohcdtLDH_000866,5414900000,crucial,0.9231582936908141,-5.519778728485107,2.5489930224498867,1326.0671623499334,746.3074012719592,579.7597610779742,1.6547211408615112,523.1589855579157,802.9081767920177
pBqGOb2vYq_004297_1634500000,pBqGOb2vYq,pBqGOb2vYq_004297,pBqGOb2vYq_004297,1634500000,crucial,0.8038589376806664,59.999996185302734,2.3650900707197384,1311.7778246484752,896.4425804859235,415.3352441625517,1.258928894996643,500.80775740761294,810.9700672408622
DGqicHUGWb_000000_3095700000,DGqicHUGWb,DGqicHUGWb_000000,DGqicHUGWb_000000,3095700000,crucial,0.6958634517495518,3.3169491291046143,4.070836081603744,1245.299296123931,1302.7018667143834,-57.40257059045234,2.6634984016418457,1168.7435951565299,76.55570096740121
DGqicHUGWb_000398_3210500000,DGqicHUGWb,DGqicHUGWb_000398,DGqicHUGWb_000398,3210500000,crucial,0.7447638008785791,4.928889751434326,1.8517854354037102,1236.8588873958543,886.6831550828688,350.1757323129855,3.6310784816741943,1162.5670940100717,74.29179338578251
DGqicHUGWb_000769_3305800000,DGqicHUGWb,DGqicHUGWb_000769,DGqicHUGWb_000769,3305800000,crucial,2.329431588242186,-1.320209264755249,7.564657907961813,1168.9159681836747,305.7010241386625,863.2149440450123,3.778507709503174,170.5563483429735,998.3596198407013
DGqicHUGWb_000664_3262600000,DGqicHUGWb,DGqicHUGWb_000664,DGqicHUGWb_000664,3262600000,crucial,0.8442522223030746,8.004042625427246,1.3663154058943505,1134.9891678963936,500.6510222926644,634.3381456037292,3.8038830757141113,994.3064792553212,140.68268864107245
pBqGOb2vYq_001196_1562300000,pBqGOb2vYq,pBqGOb2vYq_001196,pBqGOb2vYq_001196,1562300000,crucial,1.0038000333374224,-13.175905227661133,3.4984436033002897,1125.00931730784,759.3935482770828,365.6157690307573,3.087679624557495,720.1713913794653,404.83792592837483
pBqGOb2vYq_003581_1624700000,pBqGOb2vYq,pBqGOb2vYq_003581,pBqGOb2vYq_003581,1624700000,crucial,2.513624901334975,-1.3416993618011477,3.0077779833406013,1124.8170842454292,67.83784476021813,1056.979239485211,1.562961220741272,255.2345611928749,869.5825230525543
qoohcdtLDH_001135_5448000000,qoohcdtLDH,qoohcdtLDH_001135,qoohcdtLDH_001135,5448000000,crucial,0.832258929372203,5.946067333221436,2.559990695981072,1110.4856134563859,881.6336924067193,228.85192104966654,2.830331802368164,920.3861723251086,190.09944113127722
qoohcdtLDH_000866_5414700000,qoohcdtLDH,qoohcdtLDH_000866,qoohcdtLDH_000866,5414700000,crucial,1.1177856734944673,-6.326104640960693,6.726626907073518,1094.0417035354685,787.4238905902425,306.617812945226,2.1071982383728027,451.00914365813975,643.0325598773288
DGqicHUGWb_000024_3150500000,DGqicHUGWb,DGqicHUGWb_000024,DGqicHUGWb_000024,3150500000,crucial,1.252215048314611,-3.92561149597168,2.983297693695398,1083.8249256584154,491.33177352512746,592.4931521332879,2.9048941135406494,481.9665218827828,601.8584037756326
qoohcdtLDH_001135_5447900000,qoohcdtLDH,qoohcdtLDH_001135,qoohcdtLDH_001135,5447900000,crucial,0.911893363728898,11.063738822937012,1.437264783447263,1070.7442018952743,440.38521506141336,630.3589868338609,1.5366185903549194,488.61920771018805,582.1249941850863
DGqicHUGWb_000135_3176700000,DGqicHUGWb,DGqicHUGWb_000135,DGqicHUGWb_000135,3176700000,crucial,1.1286027040693727,-8.109950065612793,1.6898880584017169,1050.341695947407,317.8036038538877,732.5380920935194,1.4697105884552002,223.13004677057546,827.2116491768315
DGqicHUGWb_000201_3191600000,DGqicHUGWb,DGqicHUGWb_000201,DGqicHUGWb_000201,3191600000,crucial,1.3083444618452544,-3.9965450763702393,4.106355143326676,1042.250561871825,548.5743656283192,493.67619624350584,3.6723766326904297,519.0342042477656,523.2163576240595
DGqicHUGWb_000000_3095600000,DGqicHUGWb,DGqicHUGWb_000000,DGqicHUGWb_000000,3095600000,crucial,0.7935949126715469,3.3049240112304688,2.4157471058711266,1039.5995440965576,924.088142593735,115.51140150282254,2.722477912902832,972.6223084561759,66.97723564038165
pBqGOb2vYq_001196_1562200000,pBqGOb2vYq,pBqGOb2vYq_001196,pBqGOb2vYq_001196,1562200000,crucial,1.1036563683266576,-12.726998329162598,3.5207828666040584,1028.0554309942272,661.6500184402136,366.40541255401365,1.8631187677383423,398.113663681411,629.9417673128162
DGqicHUGWb_000201_3191900000,DGqicHUGWb,DGqicHUGWb_000201,DGqicHUGWb_000201,3191900000,crucial,1.019157740803702,32.465023040771484,2.462827034701001,1001.8907749204735,618.2297623830711,383.66101253740237,3.5743508338928223,748.9814570480889,252.90931787238458
DGqicHUGWb_000398_3210400000,DGqicHUGWb,DGqicHUGWb_000398,DGqicHUGWb_000398,3210400000,crucial,0.8482947472511888,3.987371444702149,2.1266603256702004,1000.3218727383205,772.676587198591,227.64528553972946,2.3877365589141846,826.4826304184106,173.83924231990989
DGqicHUGWb_000664_3262300000,DGqicHUGWb,DGqicHUGWb_000664,DGqicHUGWb_000664,3262300000,crucial,1.1478140550218117,-15.34072208404541,1.6780249317316283,976.5061386009487,297.0972599468688,679.4088786540799,2.124887228012085,429.484473983644,547.0216646173046
DGqicHUGWb_000000_3095500000,DGqicHUGWb,DGqicHUGWb_000000,DGqicHUGWb_000000,3095500000,crucial,0.9014822779060028,4.566080093383789,1.3464915661838808,954.3352142934489,404.080115735216,550.2550985582329,2.6215834617614746,786.8607545337575,167.4744597596914
DGqicHUGWb_000664_3262400000,DGqicHUGWb,DGqicHUGWb_000664,DGqicHUGWb_000664,3262400000,crucial,1.0426018365261671,14.004776000976562,1.558667189252159,936.6463491646423,345.2271546443238,591.4191945203186,2.3632378578186035,575.9448700327634,360.70147913187884
DGqicHUGWb_000769_3304300000,DGqicHUGWb,DGqicHUGWb_000769,DGqicHUGWb_000769,3304300000,small,3.9533792284590827,0.8894349336624146,5.032998496220639,936.4871035360178,55.51317452030729,880.9739290157105,4.755824565887451,43.69168378068139,892.7954197553364
DGqicHUGWb_000664_3262200000,DGqicHUGWb,DGqicHUGWb_000664,DGqicHUGWb_000664,3262200000,crucial,1.2496613071972527,-10.876542091369627,2.6511724001825487,925.5726696876167,449.56237804711907,476.0102916404976,2.2394285202026367,377.2321516963278,548.3405179912888
qoohcdtLDH_001135_5447700000,qoohcdtLDH,qoohcdtLDH_001135,qoohcdtLDH_001135,5447700000,crucial,1.1107524824190793,25.74281883239746,1.4346487046471688,904.5046913280466,220.90712702016137,683.5975643078852,1.3953142166137695,199.7628141972023,704.7418771308444
qoohcdtLDH_003319_5597900000,qoohcdtLDH,qoohcdtLDH_003319,qoohcdtLDH_003319,5597900000,crucial,1.4527959537759254,-5.571678161621094,1.7039322013359801,891.0516784669567,108.36016531532711,782.6915131516296,1.4629336595535278,5.121197733169574,885.9304807337871
DGqicHUGWb_000664_3261800000,DGqicHUGWb,DGqicHUGWb_000664,DGqicHUGWb_000664,3261800000,crucial,1.6503649150100934,-3.8486640453338623,3.570148230843924,881.5731027634884,340.9628650588892,540.6102377045992,2.1692862510681152,153.11636493073607,728.4567378327523
pBqGOb2vYq_003967_1633500000,pBqGOb2vYq,pBqGOb2vYq_003967,pBqGOb2vYq_003967,1633500000,small,5.0563091239945095,-1.4294283390045166,4.1890641250186755,875.9488903360384,41.85766722008967,834.0912231159488,2.615644693374634,190.0603428164164,685.888547519622
pBqGOb2vYq_007997_1761800000,pBqGOb2vYq,pBqGOb2vYq_007997,pBqGOb2vYq_007997,1761800000,crucial,1.2345576053571348,-38.810543060302734,1.9926668768167222,870.4319733876081,329.8289144571303,540.6030589304778,2.208498954772949,381.33111388544745,489.10085950216063
DGqicHUGWb_000398_3210000000,DGqicHUGWb,DGqicHUGWb_000398,DGqicHUGWb_000398,3210000000,crucial,1.25281462010068,-26.276315689086918,1.5171121433059378,869.8475344036759,149.98745158849664,719.8600828151793,4.058339595794678,582.369881867958,287.4776525357179
DGqicHUGWb_000000_3095400000,DGqicHUGWb,DGqicHUGWb_000000,DGqicHUGWb_000000,3095400000,crucial,1.0044472494580472,4.969612121582031,1.3304902907308536,845.4117994067244,267.33871986786215,578.0730795388622,2.6479694843292236,663.7233297797815,181.68846962694295
DGqicHUGWb_000664_3262500000,DGqicHUGWb,DGqicHUGWb_000664,DGqicHUGWb_000664,3262500000,crucial,0.9437194184439203,3.685683727264404,2.198721386907111,845.0202200135257,654.6119129723103,190.40830704121538,2.831024169921875,760.470479945653,84.54974006787268
DGqicHUGWb_000681_3270000000,DGqicHUGWb,DGqicHUGWb_000681,DGqicHUGWb_000681,3270000000,crucial,1.2615715550000772,-59.999996185302734,1.474224895563066,842.4961205825937,123.41835351024427,719.0777670723494,3.0995447635650635,497.89614064065455,344.5999799419391
DGqicHUGWb_000201_3191800000,DGqicHUGWb,DGqicHUGWb_000201,DGqicHUGWb_000201,3191800000,crucial,1.1273633654666226,11.409262657165527,4.467359869975646,840.8247537384293,702.4699730301694,138.3547807082599,3.8455684185028076,665.3788143309204,175.44593940750894
qoohcdtLDH_003319_5598200000,qoohcdtLDH,qoohcdtLDH_003319,qoohcdtLDH_003319,5598200000,crucial,1.280755993549012,-37.3737678527832,1.4094752942797328,839.6771796239614,77.04632553497682,762.6308540889845,2.597506284713745,420.3650213756973,419.31215824826404
pBqGOb2vYq_004006_1616600000,pBqGOb2vYq,pBqGOb2vYq_004006,pBqGOb2vYq_004006,1616600000,crucial,1.27030535535077,-59.999996185302734,1.812328404804232,836.5788604136029,252.3426112262754,584.2362491873275,2.468413829803467,406.37297388104565,430.20588653255726
DGqicHUGWb_000664_3262100000,DGqicHUGWb,DGqicHUGWb_000664,DGqicHUGWb_000664,3262100000,crucial,1.348022627317347,-15.868314743041992,2.0483466887981785,833.6049024862926,270.2658410392937,563.3390614469989,2.572880983352661,374.3598225810952,459.24507990519743
pBqGOb2vYq_001345_1557800000,pBqGOb2vYq,pBqGOb2vYq_001345,pBqGOb2vYq_001345,1557800000,crucial,1.445658452889602,-8.751409530639648,2.355345163087398,830.4338392810406,282.9718931991782,547.4619460818624,1.0327318906784058,301.63648937114095,528.7973499098996
qoohcdtLDH_000014_5411900000,qoohcdtLDH,qoohcdtLDH_000014,qoohcdtLDH_000014,5411900000,crucial,1.4992312673742332,-7.538476943969727,2.68367991512283,822.0756286980114,310.5524829707465,511.52314572726493,3.357571840286255,387.93534682572255,434.1402818722889
pBqGOb2vYq_001870_1569000000,pBqGOb2vYq,pBqGOb2vYq_001870,pBqGOb2vYq_001870,1569000000,crucial,1.8286747041219622,-3.948121309280396,4.6076259303203635,812.4950251966657,342.94323018080377,469.5517950158619,1.6763889789581299,52.68836630545365,759.806658891212
DGqicHUGWb_000000_3095300000,DGqicHUGWb,DGqicHUGWb_000000,DGqicHUGWb_000000,3095300000,crucial,1.1110957211291927,7.659377098083496,1.3629355695405423,811.7018007420661,181.09997078319785,630.6018299588683,2.4711806774139404,530.0401311011469,281.6616696409192
pBqGOb2vYq_000815_1569400000,pBqGOb2vYq,pBqGOb2vYq_000815,pBqGOb2vYq_000815,1569400000,crucial,1.6102830874368455,0.745160698890686,5.041386705216124,799.8758113004361,440.77703069903816,359.09878060139795,2.831941843032837,281.6290005710534,518.2468107293828
DGqicHUGWb_000398_3210300000,DGqicHUGWb,DGqicHUGWb_000398,DGqicHUGWb_000398,3210300000,crucial,0.9440872486380825,3.1539082527160645,2.1111327693266095,797.4248759555168,634.361910863499,163.06296509201775,3.551297426223755,833.999388887543,-36.57451293202621
DGqicHUGWb_000769_3305200000,DGqicHUGWb,DGqicHUGWb_000769,DGqicHUGWb_000769,3305200000,crucial,2.947320877483398,-2.163647413253784,3.445777262870215,797.0006859540321,50.676039899713764,746.3246460543184,1.698614478111267,261.5753155993714,535.4253703546607
pBqGOb2vYq_002849_1578400000,pBqGOb2vYq,pBqGOb2vYq_002849,pBqGOb2vYq_002849,1578400000,crucial,1.7333814739242646,-4.943595409393311,4.726839847473792,794.4804060101259,380.3894596284143,414.0909463817116,1.9074686765670776,55.72002461828297,738.7603813918429
DGqicHUGWb_000664_3262000000,DGqicHUGWb,DGqicHUGWb_000664,DGqicHUGWb_000664,3262000000,crucial,1.4479277581292607,-17.078805923461914,2.0032378192745233,774.0311791784384,203.5675280970882,570.4636510813502,2.4250383377075195,294.54177373983606,479.4894054386023
qoohcdtLDH_001135_5447600000,qoohcdtLDH,qoohcdtLDH_001135,qoohcdtLDH_001135,5447600000,crucial,1.2308826692958013,11.802403450012209,1.447194321491463,762.241291065427,131.3049640755043,630.9363269899227,1.4169420003890991,115.44432260184797,646.7969684635791
qoohcdtLDH_001426_5575900000,qoohcdtLDH,qoohcdtLDH_001426,qoohcdtLDH_001426,5575900000,crucial,1.749593994857895,-5.738933086395264,2.05760961317267,761.2933402873065,90.33780914102188,670.9555311462846,3.593336582183838,306.30703462560723,454.98630566169925
DGqicHUGWb_000135_3176600000,DGqicHUGWb,DGqicHUGWb_000135,DGqicHUGWb_000135,3176600000,crucial,1.2160256557438363,9.418832778930664,1.4827098736927886,751.4023953213298,159.8787006274982,591.5236946938315,1.6501314640045166,232.98812010769805,518.4142752136318
DGqicHUGWb_000135_3176200000,DGqicHUGWb,DGqicHUGWb_000135,DGqicHUGWb_000135,3176200000,crucial,1.6014254246335633,-9.51802921295166,1.9960827770710652,749.3075131564177,130.82596235051489,618.4815508059028,1.7112711668014526,42.66128388832724,706.6462292680905
pBqGOb2vYq_002438_1579600000,pBqGOb2vYq,pBqGOb2vYq_002438,pBqGOb2vYq_002438,1579600000,crucial,1.5985529234422433,-9.87786865234375,4.137952993119405,746.7161298189895,401.355316381091,345.36081343789857,2.5261223316192627,242.07655139953334,504.6395784194562
pBqGOb2vYq_003581_1624800000,pBqGOb2vYq,pBqGOb2vYq_003581,pBqGOb2vYq_003581,1624800000,crucial,2.488157388927992,-2.930974006652832,3.2219259064281984,745.6955941189802,94.91131209339781,650.7842820255825,1.9984129667282104,103.14761989540399,642.5479742235763
qoohcdtLDH_001426_5575800000,qoohcdtLDH,qoohcdtLDH_001426,qoohcdtLDH_001426,5575800000,crucial,1.8456726722715329,-5.252248287200928,2.1587668467467083,745.6431926171431,82.73867235495807,662.904520262185,3.1788878440856934,237.40877283641473,508.23441978072833
DGqicHUGWb_000664_3261700000,DGqicHUGWb,DGqicHUGWb_000664,DGqicHUGWb_000664,3261700000,crucial,1.7490664870270112,-6.497058391571045,3.235642793892725,741.4717936249987,274.7943021945318,466.6774914304669,2.2214269638061523,128.12039764783142,613.3513959771673
qoohcdtLDH_002316_5598700000,qoohcdtLDH,qoohcdtLDH_002316,qoohcdtLDH_002316,5598700000,crucial,2.3986381083677597,-3.227853298187256,2.7411644990978807,730.9443887859882,54.21388943740522,676.730499348583,4.728707313537598,212.1006193991013,518.8437693868868
DGqicHUGWb_000769_3305300000,DGqicHUGWb,DGqicHUGWb_000769,DGqicHUGWb_000769,3305300000,crucial,2.8380914979856295,-2.6426920890808105,3.8918813227918023,730.1249841063557,98.4029031164781,631.7220809898776,1.5999526977539062,286.69817727421247,443.4268068321432
DGqicHUGWb_000681_3269900000,DGqicHUGWb,DGqicHUGWb_000681,DGqicHUGWb_000681,3269900000,crucial,1.3574232864015567,26.778715133666992,1.5317551154190787,727.8234495583883,90.10476929647237,637.718680261916,2.985020160675049,424.4903123100909,303.3331372482974
pBqGOb2vYq_003137_1620600000,pBqGOb2vYq,pBqGOb2vYq_003137,pBqGOb2vYq_003137,1620600000,crucial,2.8721487884530417,-2.6317524909973145,3.5422521114570458,727.310717038985,68.00927229859678,659.3014447403882,1.8132179975509644,212.91992923347047,514.3907878055145
pBqGOb2vYq_000006_1654100000,pBqGOb2vYq,pBqGOb2vYq_000006,pBqGOb2vYq_000006,1654100000,crucial,2.9399765763252907,-2.588285207748413,3.158518160511642,725.1375633359141,24.33366050721905,700.8039028286951,3.4347798824310303,50.59641821079215,674.541145125122
pBqGOb2vYq_002503_1575800000,pBqGOb2vYq,pBqGOb2vYq_002503,pBqGOb2vYq_002503,1575800000,small,3.804351641757674,-2.139127492904663,3.261403138588592,723.2557804392794,45.04220690800098,678.2135735312785,2.773946523666382,100.7823170547749,622.4734633845045
pBqGOb2vYq_001870_1569400000,pBqGOb2vYq,pBqGOb2vYq_001870,pBqGOb2vYq_001870,1569400000,crucial,1.3991725490354634,54.36310577392578,5.191443829491157,723.122876516736,547.0306177475695,176.0922587691665,4.667559623718262,524.9615692345981,198.16130728213795
pBqGOb2vYq_002438_1579500000,pBqGOb2vYq,pBqGOb2vYq_002438,pBqGOb2vYq_002438,1579500000,crucial,1.6777879157590996,-9.507597923278809,2.766401881064551,719.1537167447497,246.34833806206132,472.80537868268834,1.5035489797592163,73.71889327481507,645.4348234699346
qoohcdtLDH_001707_5596600000,qoohcdtLDH,qoohcdtLDH_001707,qoohcdtLDH_001707,5596600000,crucial,1.3230132087462259,14.175803184509276,1.475792836690272,715.1493904965281,84.2902375230846,630.8591529734435,5.387552738189697,598.5848616362301,116.56452886029797
DGqicHUGWb_000135_3175800000,DGqicHUGWb,DGqicHUGWb_000135,DGqicHUGWb_000135,3175800000,crucial,1.9398790604495582,-5.571954250335693,2.430787184865098,707.136677841773,109.16698532217536,597.9696925195976,1.7885395288467407,46.09620236593781,661.0404754758351
DGqicHUGWb_000664_3261400000,DGqicHUGWb,DGqicHUGWb_000664,DGqicHUGWb_000664,3261400000,crucial,2.0343028700191224,-4.898952960968018,4.936965782238573,706.1318436376066,299.4289378755763,406.7029057620303,2.5050790309906006,96.68683313042992,609.4450105071767
DGqicHUGWb_000000_3095200000,DGqicHUGWb,DGqicHUGWb_000000,DGqicHUGWb_000000,3095200000,crucial,1.2174374200100397,6.641685962677002,1.4687049504866467,705.3921170885538,151.94103028337625,553.4510868051776,2.714698553085327,481.7802605946806,223.61185649387323
pBqGOb2vYq_002823_1589900000,pBqGOb2vYq,pBqGOb2vYq_002823,pBqGOb2vYq_002823,1589900000,crucial,1.1325074923290013,4.594742298126221,3.4649500693539403,704.3955614412966,631.5879399331138,72.80762150818282,1.0858203172683716,41.73037327762391,662.6651881636727
pBqGOb2vYq_004231_1633700000,pBqGOb2vYq,pBqGOb2vYq_004231,pBqGOb2vYq_004231,1633700000,crucial,1.3890284503196526,20.27391815185547,1.920403234084694,697.7110048032474,212.38602815798419,485.32497664526323,1.279247522354126,66.79738941412828,630.9136153891192
qoohcdtLDH_001426_5575400000,qoohcdtLDH,qoohcdtLDH_001426,qoohcdtLDH_001426,5575400000,crucial,2.388132167154731,-3.666770219802856,2.6115523254453117,696.8240632393906,37.31916254000052,659.5049006993901,3.3489596843719482,124.60795517475597,572.2161080646347
DGqicHUGWb_000769_3304400000,DGqicHUGWb,DGqicHUGWb_000769,DGqicHUGWb_000769,3304400000,small,3.846327896765902,1.0935065746307373,3.5402791795520905,695.6140554345752,23.101959723843926,672.5120957107313,4.226882457733154,24.00322777628486,671.6108276582904
qoohcdtLDH_000014_5411800000,qoohcdtLDH,qoohcdtLDH_000014,qoohcdtLDH_000014,5411800000,crucial,1.5770417555816039,-30.248802185058597,2.04148196076661,688.0997530479283,152.850950848143,535.2488021997854,3.806912660598755,388.90339678751764,299.19635626041065
pBqGOb2vYq_003541_1606000000,pBqGOb2vYq,pBqGOb2vYq_003541,pBqGOb2vYq_003541,1606000000,crucial,2.8098138212283117,-3.033833265304565,4.523962954387585,686.6831010725524,138.85814349915537,547.824957573397,1.3470698595046997,408.96778448256026,277.71531658999214
DGqicHUGWb_000664_3261900000,DGqicHUGWb,DGqicHUGWb_000664,DGqicHUGWb_000664,3261900000,crucial,1.543629509918149,-59.999996185302734,2.506031506293673,686.4131204592574,262.54316234288575,423.8699581163716,2.3991341590881348,244.0072689454526,442.40585151380475
pBqGOb2vYq_002823_1589700000,pBqGOb2vYq,pBqGOb2vYq_002823,pBqGOb2vYq_002823,1589700000,crucial,1.338616700930527,10.93116855621338,2.9427518402911055,684.5132078478227,430.68972086597245,253.8234869818503,1.2639498710632324,47.807788084735236,636.7054197630875
DGqicHUGWb_000664_3261300000,DGqicHUGWb,DGqicHUGWb_000664,DGqicHUGWb_000664,3261300000,crucial,2.1476948231778294,-4.7805280685424805,4.53250708258632,683.8281751434062,253.70538301770264,430.12279212570354,2.7242019176483154,102.81715211661047,581.0110230267957
DGqicHUGWb_000664_3261200000,DGqicHUGWb,DGqicHUGWb_000664,DGqicHUGWb_000664,3261200000,crucial,2.237437358080326,-4.382136821746826,3.8575198872023755,682.8699673115456,194.5823374192033,488.28762989234224,2.891521692276001,105.27515045695914,577.5948168545864
pBqGOb2vYq_000815_1569500000,pBqGOb2vYq,pBqGOb2vYq_000815,pBqGOb2vYq_000815,1569500000,crucial,1.483042329271692,59.999996185302734,2.5021057955742876,681.4188948053114,290.23018607563824,391.1887087296732,1.8962963819503784,156.3421509991514,525.07674380616
qoohcdtLDH_000866_5414500000,qoohcdtLDH,qoohcdtLDH_000866,qoohcdtLDH_000866,5414500000,crucial,1.3104851197453675,8.77211856842041,4.029296340063387,679.1095441420237,542.4479065898059,136.6616375522177,4.079804420471191,545.5981080446796,133.51143609734402
pBqGOb2vYq_003541_1606100000,pBqGOb2vYq,pBqGOb2vYq_003541,pBqGOb2vYq_003541,1606100000,crucial,2.7431870851000464,-3.2396790981292725,3.8020804501674745,675.3543879571578,104.81537593813445,570.5390120190233,1.3849786520004272,378.0762488330541,297.2781391241037
pBqGOb2vYq_001293_1557600000,pBqGOb2vYq,pBqGOb2vYq_001293,pBqGOb2vYq_001293,1557600000,crucial,1.4162163128175798,16.321929931640625,2.208523655709673,670.8198419378323,268.9130620204339,401.90677991739835,2.7968225479125977,368.178334606577,302.6415073312553
qoohcdtLDH_001426_5576200000,qoohcdtLDH,qoohcdtLDH_001426,qoohcdtLDH_001426,5576200000,crucial,1.3696460333288722,11.362059593200684,1.9484197955672486,669.7400818498212,231.26615633228542,438.4739255175358,4.933503150939941,553.3636973666792,116.37638448314203
pBqGOb2vYq_001293_1557000000,pBqGOb2vYq,pBqGOb2vYq_001293,pBqGOb2vYq_001293,1557000000,crucial,1.9439591525798234,-7.019717693328857,7.368165557802675,669.5679263127781,391.46881145621455,278.0991148565636,3.2068138122558594,211.3156142358369,458.2523120769412
DGqicHUGWb_000201_3191500000,DGqicHUGWb,DGqicHUGWb_000201,DGqicHUGWb_000201,3191500000,crucial,1.398774653108234,12.329376220703123,3.2376113905412076,660.3157899956803,428.01334166231135,232.302448333369,3.4892852306365967,450.97502633247825,209.3407636632021
DGqicHUGWb_000024_3150300000,DGqicHUGWb,DGqicHUGWb_000024,DGqicHUGWb_000024,3150300000,crucial,1.500531573664171,33.260623931884766,2.9965593157453774,659.5648081588682,350.2642177879481,309.30059037092013,2.348914623260498,254.61918887370774,404.9456192851605
pBqGOb2vYq_003581_1624900000,pBqGOb2vYq,pBqGOb2vYq_003581,pBqGOb2vYq_003581,1624900000,crucial,2.4551741084933782,-4.12908411026001,2.6180650275685564,655.1285244052117,26.382770858757315,628.7457535464544,1.5025148391723633,272.90302292630093,382.22550147891076
DGqicHUGWb_000681_3268100000,DGqicHUGWb,DGqicHUGWb_000681,DGqicHUGWb_000681,3268100000,small,3.079738872500835,-3.0328569412231445,4.249675877858531,654.4943057220149,91.96655212326408,562.5277535987509,4.214152812957764,89.93499009330476,564.5593156287101
pBqGOb2vYq_003541_1605900000,pBqGOb2vYq,pBqGOb2vYq_003541,pBqGOb2vYq_003541,1605900000,crucial,2.8646750329608164,-3.297372817993164,4.4545490390181275,654.082145924317,128.27042677132047,525.8117191529966,1.1759670972824097,533.3917015356442,120.69044438867286
